PDB	CHAIN	SP_PRIMARY	PFAM_ID	COVERAGE
6zgc	A	Q04771	PF07714	1
6zgc	B	Q04771	PF07714	1
6zgc	C	Q04771	PF07714	1
6zgc	D	Q04771	PF07714	1
6ziw	I	Q9Y616	PF00069	1
6zjf	A	O94768	PF00069	1
6zln	A	P49759	PF00069	1
6zqs	A	Q16539	PF00069	1
6zr5	A	P45983	PF00069	1
6zr5	B	P45983	PF00069	1
6zwp	A	Q16539	PF00069	1
6zwr	A	P47811	PF00069	1
7a1b	A	P19784	PF00069	1
7a1z	A	P19784	PF00069	1
7a21	A	Q04771	PF07714	1
7a21	B	Q04771	PF07714	1
7a22	A	P19784	PF00069	1
7a2a	A	P00533	PF07714	1
7a2a	B	P00533	PF07714	1
7a2h	A	P19784	PF00069	1
7a49	A	P68400	PF00069	1
7a49	B	P68400	PF00069	1
7a4b	A	P68400	PF00069	1
7a4b	B	P68400	PF00069	1
7a4c	A	P68400	PF00069	1
7a4c	B	P68400	PF00069	1
7a4o	A	Q13627	PF00069	1
7a4o	B	Q13627	PF00069	1
7a4q	A	P68400	PF00069	1
7a4r	A	Q13627	PF00069	1
7a4r	B	Q13627	PF00069	1
7a4s	A	Q13627	PF00069	1
7a4w	A	Q13627	PF00069	1
7a4w	B	Q13627	PF00069	1
7a4z	A	Q13627	PF00069	1
7a51	A	Q13627	PF00069	1
7a52	A	Q13627	PF00069	1
7a52	B	Q13627	PF00069	1
7a53	A	Q13627	PF00069	1
7a53	B	Q13627	PF00069	1
7a55	A	Q13627	PF00069	1
7a55	B	Q13627	PF00069	1
7a5b	A	Q13627	PF00069	1
7a5b	B	Q13627	PF00069	1
7a5d	A	Q13627	PF00069	1
7a5l	A	Q13627	PF00069	1
7a5n	A	Q13627	PF00069	1
7a5n	B	Q13627	PF00069	1
7a6i	A	P00533	PF07714	1
7a6j	A	P00533	PF07714	1
7a6j	B	P00533	PF07714	1
7a6k	A	P00533	PF07714	1
7a6k	B	P00533	PF07714	1
7a6k	C	P00533	PF07714	1
7a6k	D	P00533	PF07714	1
7aax	A	Q12866	PF07714	1
7aay	A	Q12866	PF07714	0.985
7aaz	A	Q12866	PF07714	1
7ab0	A	Q12866	PF07714	1
7ab1	A	Q12866	PF07714	1
7ab2	A	Q12866	PF07714	1
7ack	A	P24941	PF00069	1
7ack	B	P20248	PF00134	1
7ack	B	P20248	PF02984	1
7ack	C	P24941	PF00069	1
7ack	D	P20248	PF00134	1
7ack	D	P20248	PF02984	1
7aei	A	P00533	PF07714	1
7aem	A	P00533	PF07714	1
7ah3	A	P00523	PF07714	1
7ah3	B	P00523	PF07714	1
7aj2	A	Q13627	PF00069	1
7aj4	A	Q13627	PF00069	1
7aj5	A	Q13627	PF00069	1
7aj7	A	Q13627	PF00069	1
7aj8	A	Q13627	PF00069	1
7aja	A	Q13627	PF00069	1
7ajm	A	Q13627	PF00069	1
7ajm	B	Q13627	PF00069	1
7ajs	A	Q13627	PF00069	1
7ajs	B	Q13627	PF00069	1
7ajv	A	Q13627	PF00069	1
7ajv	B	Q13627	PF00069	1
7ajw	A	Q13627	PF00069	1
7ajy	A	Q13627	PF00069	1
7ajy	B	Q13627	PF00069	1
7ak2	A	Q13627	PF00069	1
7ak2	B	Q13627	PF00069	1
7ak3	A	P49759	PF00069	1
7aka	A	Q13627	PF00069	1
7aka	B	Q13627	PF00069	1
7akb	A	Q13627	PF00069	1
7akb	B	Q13627	PF00069	1
7ake	A	Q13627	PF00069	1
7ake	B	Q13627	PF00069	1
7akf	A	Q92630	PF00069	1
7akg	A	O94768	PF00069	1
7akh	A	Q92630	PF00069	1
7akl	A	Q13627	PF00069	1
7akm	A	O14757	PF00069	1
7akm	B	O14757	PF00069	1
7ako	A	O14757	PF00069	1
7ako	B	O14757	PF00069	1
7apf	A	P52333	PF07714	1
7apf	B	P52333	PF07714	1
7apg	A	P52333	PF07714	1
7apg	B	P52333	PF07714	1
7apg	C	P52333	PF07714	1
7apg	D	P52333	PF07714	1
7apj	A	M4MD44	PF00169	1
7apj	A	P31749	PF00169	1
7apj	A	M4MD44	PF00069	1
7apj	A	P31749	PF00069	1
7apj	A	M4MD44	PF00433	0.37
7apj	A	P31749	PF00433	0.37
7aqb	A	Q16659	PF00069	1
7aqb	B	Q16659	PF00069	1
7at5	A	P68400	PF00069	1
7at5	B	P68400	PF00069	1
7at9	A	P19784	PF00069	1
7ats	A	P53667	PF07714	1
7atu	A	P53667	PF07714	1
7atu	B	P53667	PF07714	1
7atu	C	P53667	PF07714	1
7atu	D	P53667	PF07714	1
7atv	A	P19784	PF00069	1
7auv	A	P28482	PF00069	1
7avx	A	Q12866	PF07714	1
7avx	B	Q12866	PF07714	1
7avy	A	Q12866	PF07714	1
7avz	A	Q12866	PF07714	1
7aw0	A	Q12866	PF07714	1
7aw1	A	Q12866	PF07714	1
7aw2	A	Q12866	PF07714	1
7aw3	A	Q12866	PF07714	1
7aw4	A	Q12866	PF07714	1
7aw4	B	Q12866	PF07714	1
7ax4	A	P29597	PF07714	1
7ax4	B	P29597	PF07714	1
7ay9	A	P68400	PF00069	1
7ay9	B	P68400	PF00069	1
7aya	A	P68400	PF00069	1
7aya	B	P68400	PF00069	1
7ayh	A	O14965	PF00069	1
7ayi	A	O14965	PF00069	1
7aym	A	Q16832	PF07714	1
7b30	A	Q9Y6E0	PF00069	1
7b31	A	Q9Y6E0	PF00069	1
7b32	A	Q9Y6E0	PF00069	1
7b33	A	Q9Y6E0	PF00069	1
7b34	A	Q9Y6E0	PF00069	1
7b35	A	Q9Y6E0	PF00069	1
7b35	B	Q9Y6E0	PF00069	1
7b36	A	Q9P289	PF00069	1
7b36	C	Q9P289	PF00069	1
7b3m	A	Q02750	PF00069	0.85
7b3m	B	Q02750	PF00069	0.85
7b3q	A	P08581	PF07714	1
7b3t	A	P08581	PF07714	1
7b3v	A	P08581	PF07714	1
7b3w	A	P08581	PF07714	1
7b3z	A	P08581	PF07714	1
7b40	A	P08581	PF07714	1
7b41	A	P08581	PF07714	1
7b42	A	P08581	PF07714	1
7b43	A	P08581	PF07714	1
7b43	B	P08581	PF07714	1
7b44	A	P08581	PF07714	1
7b55	A	P35609	PF08726	0.985
7b55	B	P11798	PF00069	1
7b56	A	P35609	PF08726	0.985
7b56	B	P11798	PF00069	1
7b57	A	P35609	PF08726	0.985
7b57	B	P11798	PF00069	1
7b5l	C	Q13616	PF26557	1
7b5l	C	Q13616	PF10557	1
7b5l	C	Q13616	PF00888	1
7b5l	D	P68036	PF00179	1
7b5l	H	Q9Y4X5	PF01485	1
7b5l	H	Q9Y4X5	PF00097	1
7b5l	H	Q9Y4X5	PF19422	1
7b5l	H	Q9Y4X5	PF22191	1
7b5l	H	Q9Y4X5	PF21235	1
7b5l	K	P61024	PF01111	1
7b5l	L	P24941	PF00069	1
7b5l	N	Q15843	PF00240	1
7b5l	P	P46527	PF02234	1
7b5l	R	P62877	PF12678	1
7b5l	S	P63208	PF03931	1
7b5l	S	P63208	PF01466	1
7b5l	T	Q13309	PF12937	1
7b5l	U	P0CG48	PF00240	1
7b5l	Y	P20248	PF00134	1
7b5l	Y	P20248	PF16500	1
7b5l	Y	P20248	PF02984	1
7b5o	H	P51948	PF17121	1
7b5o	H	P51948	PF25811	1
7b5o	H	P51948	PF06391	1
7b5o	I	P51946	PF16899	1
7b5o	I	P51946	PF00134	1
7b5o	J	P50613	PF00069	1
7b5q	H	P51948	PF06391	1
7b5q	H	P51948	PF17121	1
7b5q	H	P51948	PF25811	1
7b5q	I	P51946	PF16899	1
7b5q	I	P51946	PF00134	1
7b5q	J	P50613	PF00069	1
7b5r	C	Q13616	PF00888	1
7b5r	C	Q13616	PF26557	1
7b5r	C	Q13616	PF10557	1
7b5r	K	P61024	PF01111	1
7b5r	L	P24941	PF00069	1
7b5r	P	P46527	PF02234	1
7b5r	S	P63208	PF03931	1
7b5r	S	P63208	PF01466	1
7b5r	T	Q13309	PF12937	1
7b5r	Y	P20248	PF16500	1
7b5r	Y	P20248	PF00134	1
7b5r	Y	P20248	PF02984	1
7b6f	A	P49841	PF00069	1
7b7r	A	Q02750	PF00069	0.85
7b7r	B	Q02750	PF00069	0.85
7b7s	A	P24941	PF00069	1
7b7s	B	P20248	PF00134	1
7b7s	B	P20248	PF02984	1
7b7s	C	P24941	PF00069	1
7b7s	D	P20248	PF02984	1
7b7s	D	P20248	PF00134	1
7b85	A	P00533	PF07714	1
7b8h	A	P68400	PF00069	1
7b8i	A	P68400	PF00069	1
7b8i	B	P68400	PF00069	1
7b8w	A	P53667	PF07714	1
7b8w	B	P53667	PF07714	1
7b8w	C	P53667	PF07714	1
7b8w	D	P53667	PF07714	1
7b94	A	Q02750	PF00069	0.85
7b94	B	Q02750	PF00069	0.85
7b9l	A	Q02750	PF00069	0.85
7b9l	B	Q02750	PF00069	0.85
7bcm	A	Q08345	PF07714	1
7bcm	B	Q08345	PF07714	1
7bdo	A	P47811	PF00069	1
7bdq	A	P47811	PF00069	1
7be4	A	P47811	PF00069	1
7be5	A	P47811	PF00069	1
7be6	A	Q08345	PF07714	1
7bjd	A	O14757	PF00069	1
7bje	A	O14757	PF00069	1
7bjh	A	O14757	PF00069	1
7bjj	A	O14757	PF00069	1
7bjm	A	O14757	PF00069	1
7bjo	A	O14757	PF00069	1
7bjr	A	O14757	PF00069	1
7bjx	A	O14757	PF00069	1
7bjx	B	O14757	PF00069	1
7bk1	A	O14757	PF00069	1
7bk2	A	O14757	PF00069	1
7bk3	A	O14757	PF00069	1
7bkn	A	O14757	PF00069	1
7bko	A	O14757	PF00069	1
7bl1	AAA	Q9P2Y5	PF00168	1
7bl1	AAA	Q9P2Y5	PF10186	1
7bl1	BBB	Q8NEB9	PF00613	1
7bl1	BBB	Q8NEB9	PF00792	1
7bl1	BBB	Q8NEB9	PF00454	1
7bl1	CCC	Q99570	PF00069	1
7bl1	CCC	Q99570	PF00400	1
7bl1	CCC	Q99570	PF22956	1
7bl1	DDD	P20339	PF00071	1
7bl1	EEE	Q14457	PF04111	1
7bl1	EEE	Q14457	PF17675	1
7bl1	EEE	Q14457	PF15285	1
7bmk	A	O75460	PF00069	1
7bmk	A	O75460	PF06479	1
7bmk	B	O75460	PF00069	1
7bmk	B	O75460	PF06479	1
7btt	A	Q9UM73	PF07714	1
7bu4	A	P68400	PF00069	1
7bw7	A	P06213	PF00757	1
7bw7	A	P06213	PF17870	1
7bw7	A	P06213	PF07714	1
7bw7	A	P06213	PF00041	1
7bw7	A	P06213	PF01030	1
7bw7	C	P06213	PF17870	1
7bw7	C	P06213	PF01030	1
7bw7	C	P06213	PF00041	1
7bw7	C	P06213	PF00757	1
7bw7	C	P06213	PF07714	1
7bw7	D	P01308	PF00049	0.854
7bw8	A	P06213	PF00757	1
7bw8	A	P06213	PF01030	1
7bw8	A	P06213	PF07714	1
7bw8	A	P06213	PF00041	1
7bw8	A	P06213	PF17870	1
7bw8	C	P06213	PF00041	1
7bw8	C	P06213	PF07714	1
7bw8	C	P06213	PF00757	1
7bw8	C	P06213	PF17870	1
7bw8	C	P06213	PF01030	1
7bw8	D	P01308	PF00049	0.854
7bwa	A	P06213	PF00757	1
7bwa	A	P06213	PF01030	1
7bwa	A	P06213	PF17870	1
7bwa	A	P06213	PF00041	1
7bwa	A	P06213	PF07714	1
7bwa	C	P06213	PF01030	1
7bwa	C	P06213	PF07714	1
7bwa	C	P06213	PF17870	1
7bwa	C	P06213	PF00757	1
7bwa	C	P06213	PF00041	1
7bwa	D	P01308	PF00049	0.854
7bwa	E	P01308	PF00049	0.854
7c2v	A	Q9NWZ3	PF07714	1
7c2v	B	Q9NWZ3	PF07714	1
7c2v	C	Q9NWZ3	PF07714	1
7c2v	D	Q9NWZ3	PF07714	1
7c2w	A	Q9NWZ3	PF07714	1
7c2w	B	Q9NWZ3	PF07714	1
7c2w	C	Q9NWZ3	PF07714	1
7c2w	D	Q9NWZ3	PF07714	1
7c3g	A	Q04771	PF07714	1
7c3g	B	Q04771	PF07714	1
7c3n	A	P52333	PF07714	1
7cbx	A	O14733	PF00069	1
7cc2	A	P00519	PF07714	1
7cc2	B	P00519	PF07714	1
7ccu	A	P53355	PF00069	1
7ccv	A	P53355	PF00069	1
7ccw	A	P53355	PF00069	1
7cga	A	P53778	PF00069	1
7cga	B	P53778	PF00069	1
7cga	C	P53778	PF00069	1
7cga	D	P53778	PF00069	1
7chm	A	P33981	PF00069	1
7chn	A	P33981	PF00069	1
7cht	A	P33981	PF00069	1
7cil	A	P33981	PF00069	1
7cja	A	P33981	PF00069	1
7clh	A	P33981	PF00069	1
7cmb	A	O96013	PF00069	1
7cml	A	P45984	PF00069	1
7cml	B	P45984	PF00069	1
7cp3	A	O96013	PF00069	1
7cp4	A	O96013	PF00069	1
7cqe	A	Q12866	PF07714	1
7cqe	C	Q12866	PF07714	1
7ctv	A	Q9SKB2	PF00069	1
7ctv	B	Q9SKB2	PF00069	1
7ctx	A	Q9SKB2	PF00069	0.955
7ctx	B	Q9SKB2	PF00069	0.955
7d57	A	P00523	PF07714	1
7d57	B	P00523	PF07714	1
7d5o	A	P00523	PF07714	1
7d5o	B	P00523	PF07714	1
7dd1	A	Q96SB4	PF00069	1
7dg4	A	Q92630	PF00069	1
7dh3	A	Q92630	PF00069	1
7dh9	A	Q92630	PF00069	1
7dhc	A	Q92630	PF00069	1
7dhh	A	Q92630	PF00069	1
7dhk	A	Q92630	PF00069	1
7dhl	A	P22607	PF07714	1
7dhn	A	Q92630	PF00069	1
7dho	A	Q92630	PF00069	1
7dhv	A	Q92630	PF00069	1
7djo	A	Q92630	PF00069	1
7dl6	A	Q92630	PF00069	1
7dt2	A	P00519	PF07714	1
7dt2	B	P00519	PF07714	1
7dtz	A	P22455	PF07714	1
7du8	A	P07949	PF07714	1
7du8	B	P07949	PF07714	1
7du9	A	P07949	PF07714	1
7du9	B	P07949	PF07714	1
7dua	A	P07949	PF07714	1
7dua	B	P07949	PF07714	1
7dv6	A	P37173	PF07714	1
7dxl	A	Q12866	PF07714	1
7dxl	B	Q12866	PF07714	1
7e0z	A	P05132	PF00069	1
7e11	A	P05132	PF00069	1
7e12	A	P05132	PF00069	1
7e34	A	P24941	PF00069	1
7e34	B	Q5MJ70	PF11357	1
7e73	A	P28482	PF00069	1
7e75	A	P28482	PF00069	1
7eec	A	Q15375	PF07714	1
7eec	A	Q15375	PF14575	0.438
7eed	A	Q15375	PF07714	1
7eed	A	Q15375	PF14575	0.438
7eef	A	Q15375	PF14575	0.438
7eef	A	Q15375	PF07714	1
7egb	0	P51948	PF17121	1
7egb	0	P51948	PF06391	1
7egb	0	P51948	PF25811	1
7egb	1	P32780	PF08567	1
7egb	1	P32780	PF03909	1
7egb	2	Q13888	PF07975	1
7egb	2	Q13888	PF04056	1
7egb	3	Q13889	PF03850	1
7egb	4	Q92759	PF03849	1
7egb	4	Q92759	PF18307	1
7egb	5	Q6ZYL4	PF06331	1
7egb	6	P19447	PF13625	1
7egb	6	P19447	PF04851	1
7egb	6	P19447	PF16203	1
7egb	7	P18074	PF06733	1
7egb	7	P18074	PF06777	1
7egb	7	P18074	PF13307	1
7egb	8	P50613	PF00069	1
7egb	9	P51946	PF16899	1
7egb	9	P51946	PF00134	1
7egb	A	P21675	PF09247	1
7egb	A	P21675	PF15288	1
7egb	A	P21675	PF00439	1
7egb	A	P21675	PF12157	1
7egb	B	Q6P1X5	PF25316	1
7egb	B	Q6P1X5	PF25577	1
7egb	D	O00268	PF07531	1
7egb	D	O00268	PF05236	1
7egb	E	Q15542	PF00400	1
7egb	E	Q15542	PF04494	1
7egb	F	P49848	PF07571	1
7egb	F	P49848	PF02969	1
7egb	G	Q15545	PF04658	1
7egb	H	Q7Z7C8	PF10406	1
7egb	H	Q7Z7C8	PF07524	1
7egb	I	Q16594	PF02291	1
7egb	J	Q12962	PF03540	1
7egb	L	Q16514	PF03847	1
7egb	O	P52657	PF02751	1
7egb	O	P52657	PF02268	1
7egb	P	P20226	PF00352	1
7egb	Q	P52655	PF03153	1
7egb	R	Q00403	PF00382	1
7egb	R	Q00403	PF08271	1
7egb	S	P35269	PF05793	1
7egb	T	P13984	PF17683	1
7egb	T	P13984	PF02270	1
7egb	U	P29083	PF02002	1
7egb	U	P29083	PF08271	1
7egb	U	P29083	PF11521	1
7egb	V	P29084	PF02186	1
7egb	V	P29084	PF18121	1
7egb	c	Q5VWG9	PF07524	1
7egb	c	Q5VWG9	PF00628	1
7egb	d	O00268	PF07531	1
7egb	d	O00268	PF05236	1
7egb	e	Q15542	PF04494	1
7egb	e	Q15542	PF00400	1
7egb	f	P49848	PF07571	1
7egb	f	P49848	PF02969	1
7egb	i	Q16594	PF02291	1
7egb	j	Q12962	PF03540	1
7egb	k	Q15544	PF04719	1
7egb	l	Q16514	PF03847	1
7egb	m	Q15543	PF02269	1
7egb	o	P24928	PF04983	1
7egb	o	P24928	PF05001	1
7egb	o	P24928	PF05000	1
7egb	o	P24928	PF00623	1
7egb	o	P24928	PF04997	1
7egb	o	P24928	PF04998	1
7egb	o	P24928	PF04990	1
7egb	o	P24928	PF04992	1
7egb	q	I3LCH3	PF01193	1
7egb	q	I3LCH3	PF01000	1
7egb	t	A0A4X1VEK9	PF01192	1
7egb	v	I3LCB2	PF03870	1
7egb	w	P60899	PF01096	1
7egb	w	P60899	PF02150	1
7egb	y	F1RKE4	PF13656	1
7egb	z	A0A4X1TRS6	PF03604	1
7egc	0	P51948	PF06391	1
7egc	0	P51948	PF17121	1
7egc	0	P51948	PF25811	1
7egc	1	P32780	PF08567	1
7egc	1	P32780	PF03909	1
7egc	2	Q13888	PF07975	1
7egc	2	Q13888	PF04056	1
7egc	3	Q13889	PF03850	1
7egc	4	Q92759	PF03849	1
7egc	4	Q92759	PF18307	1
7egc	5	Q6ZYL4	PF06331	1
7egc	6	P19447	PF13625	1
7egc	6	P19447	PF16203	1
7egc	6	P19447	PF04851	1
7egc	7	P18074	PF06733	1
7egc	7	P18074	PF06777	1
7egc	7	P18074	PF13307	1
7egc	8	P50613	PF00069	1
7egc	9	P51946	PF00134	1
7egc	9	P51946	PF16899	1
7egc	A	P21675	PF00439	1
7egc	A	P21675	PF12157	1
7egc	A	P21675	PF09247	1
7egc	A	P21675	PF15288	1
7egc	B	Q6P1X5	PF25316	1
7egc	B	Q6P1X5	PF25577	1
7egc	D	O00268	PF07531	1
7egc	D	O00268	PF05236	1
7egc	E	Q15542	PF00400	1
7egc	E	Q15542	PF04494	1
7egc	F	P49848	PF02969	1
7egc	F	P49848	PF07571	1
7egc	G	Q15545	PF04658	1
7egc	H	Q7Z7C8	PF10406	1
7egc	H	Q7Z7C8	PF07524	1
7egc	I	Q16594	PF02291	1
7egc	J	Q12962	PF03540	1
7egc	L	Q16514	PF03847	1
7egc	O	P52657	PF02751	1
7egc	O	P52657	PF02268	1
7egc	P	P20226	PF00352	1
7egc	Q	P52655	PF03153	1
7egc	R	Q00403	PF00382	1
7egc	R	Q00403	PF08271	1
7egc	S	P35269	PF05793	1
7egc	T	P13984	PF02270	1
7egc	T	P13984	PF17683	1
7egc	U	P29083	PF02002	1
7egc	U	P29083	PF11521	1
7egc	U	P29083	PF08271	1
7egc	V	P29084	PF02186	1
7egc	V	P29084	PF18121	1
7egc	c	Q5VWG9	PF07524	1
7egc	c	Q5VWG9	PF00628	1
7egc	d	O00268	PF07531	1
7egc	d	O00268	PF05236	1
7egc	e	Q15542	PF04494	1
7egc	e	Q15542	PF00400	1
7egc	f	P49848	PF02969	1
7egc	f	P49848	PF07571	1
7egc	i	Q16594	PF02291	1
7egc	j	Q12962	PF03540	1
7egc	k	Q15544	PF04719	1
7egc	l	Q16514	PF03847	1
7egc	m	Q15543	PF02269	1
7egc	o	P24928	PF04983	1
7egc	o	P24928	PF04997	1
7egc	o	P24928	PF04992	1
7egc	o	P24928	PF00623	1
7egc	o	P24928	PF04990	1
7egc	o	P24928	PF04998	1
7egc	o	P24928	PF05000	1
7egc	o	P24928	PF05001	1
7egc	q	I3LCH3	PF01000	1
7egc	q	I3LCH3	PF01193	1
7egc	t	A0A4X1VEK9	PF01192	1
7egc	v	I3LCB2	PF03870	1
7egc	w	P60899	PF01096	1
7egc	w	P60899	PF02150	1
7egc	y	F1RKE4	PF13656	1
7egc	z	A0A4X1TRS6	PF03604	1
7ejv	A	Q92630	PF00069	1
7ejv	B	Q92630	PF00069	1
7ena	0	P51948	PF06391	1
7ena	0	P51948	PF17121	1
7ena	0	P51948	PF25811	1
7ena	1	P32780	PF08567	1
7ena	1	P32780	PF03909	1
7ena	2	Q13888	PF04056	1
7ena	2	Q13888	PF07975	1
7ena	3	Q13889	PF03850	1
7ena	4	Q92759	PF03849	1
7ena	4	Q92759	PF18307	1
7ena	5	Q6ZYL4	PF06331	1
7ena	6	P19447	PF16203	1
7ena	6	P19447	PF13625	1
7ena	6	P19447	PF04851	1
7ena	7	P18074	PF13307	1
7ena	7	P18074	PF06777	1
7ena	7	P18074	PF06733	1
7ena	8	P50613	PF00069	1
7ena	9	P51946	PF16899	1
7ena	9	P51946	PF00134	1
7ena	BA	Q00403	PF08271	1
7ena	BA	Q00403	PF00382	1
7ena	DA	P21675	PF15288	1
7ena	DA	P21675	PF09247	1
7ena	DA	P21675	PF12157	1
7ena	DA	P21675	PF00439	1
7ena	DB	Q6P1X5	PF25577	1
7ena	DB	Q6P1X5	PF25316	1
7ena	DD	O00268	PF05236	1
7ena	DD	O00268	PF07531	1
7ena	DE	Q15542	PF04494	1
7ena	DE	Q15542	PF00400	1
7ena	DF	P49848	PF02969	1
7ena	DF	P49848	PF07571	1
7ena	DG	Q15545	PF04658	1
7ena	DH	Q7Z7C8	PF10406	1
7ena	DH	Q7Z7C8	PF07524	1
7ena	DI	Q16594	PF02291	1
7ena	DJ	Q12962	PF03540	1
7ena	DL	Q16514	PF03847	1
7ena	DO	P52657	PF02268	1
7ena	DO	P52657	PF02751	1
7ena	DP	P20226	PF00352	1
7ena	Dc	Q5VWG9	PF07524	1
7ena	Dc	Q5VWG9	PF00628	1
7ena	Dd	O00268	PF05236	1
7ena	Dd	O00268	PF07531	1
7ena	De	Q15542	PF04494	1
7ena	De	Q15542	PF00400	1
7ena	Df	P49848	PF02969	1
7ena	Df	P49848	PF07571	1
7ena	Di	Q16594	PF02291	1
7ena	Dj	Q12962	PF03540	1
7ena	Dk	Q15544	PF04719	1
7ena	Dl	Q16514	PF03847	1
7ena	Dm	Q15543	PF02269	1
7ena	EA	P29083	PF11521	1
7ena	EA	P29083	PF02002	1
7ena	EA	P29083	PF08271	1
7ena	EB	P29084	PF18121	1
7ena	EB	P29084	PF02186	1
7ena	FA	P35269	PF05793	1
7ena	FB	P13984	PF17683	1
7ena	FB	P13984	PF02270	1
7ena	PC	I3LCH3	PF01193	1
7ena	PC	I3LCH3	PF01000	1
7ena	PF	A0A4X1VEK9	PF01192	1
7ena	PH	I3LCB2	PF03870	1
7ena	PI	P60899	PF02150	1
7ena	PI	P60899	PF01096	1
7ena	PK	F1RKE4	PF13656	1
7ena	PL	A0A4X1TRS6	PF03604	1
7ena	a	Q15648	PF10744	1
7ena	b	Q9NX70	PF11568	1
7ena	c	Q6P2C8	PF11571	1
7ena	d	Q9NPJ6	PF10018	1
7ena	e	Q9H204	PF11594	1
7ena	f	O75586	PF04934	1
7ena	g	O43513	PF05983	1
7ena	h	Q96G25	PF10232	1
7ena	i	Q9NWA0	PF07544	1
7ena	j	Q9BTT4	PF09748	1
7ena	k	Q9P086	PF10280	1
7ena	l	Q96HR3	PF11315	1
7ena	m	Q9Y3C7	PF05669	1
7ena	n	O60244	PF22983	1
7ena	n	O60244	PF08638	1
7ena	n	O60244	PF22981	1
7ena	n	O60244	PF22984	1
7ena	n	O60244	PF25069	1
7ena	n	O60244	PF25065	1
7ena	n	O60244	PF25067	1
7ena	o	Q96RN5	PF21538	1
7ena	o	Q96RN5	PF09606	1
7ena	o	Q96RN5	PF21539	1
7ena	p	Q9Y2X0	PF20718	1
7ena	p	Q9Y2X0	PF00400	1
7ena	p	Q9Y2X0	PF11635	1
7ena	p	Q9Y2X0	PF20719	0.989
7ena	q	Q9NVC6	PF10156	1
7ena	r	Q9BUE0	PF09637	1
7ena	s	A0JLT2	PF10278	1
7ena	t	Q9H944	PF08612	1
7ena	u	Q13503	PF11221	1
7ena	v	Q15528	PF06179	1
7ena	w	Q9ULK4	PF11573	1
7ena	x	O75448	PF11277	1
7ena	z	O95402	PF08711	1
7ena	z	O95402	PF15694	1
7ena	z	O95402	PF15693	1
7enc	0	P51948	PF25811	1
7enc	0	P51948	PF17121	1
7enc	0	P51948	PF06391	1
7enc	1	P32780	PF08567	1
7enc	1	P32780	PF03909	1
7enc	2	Q13888	PF07975	1
7enc	2	Q13888	PF04056	1
7enc	3	Q13889	PF03850	1
7enc	4	Q92759	PF18307	1
7enc	4	Q92759	PF03849	1
7enc	5	Q6ZYL4	PF06331	1
7enc	6	P19447	PF04851	1
7enc	6	P19447	PF13625	1
7enc	6	P19447	PF16203	1
7enc	7	P18074	PF06733	1
7enc	7	P18074	PF13307	1
7enc	7	P18074	PF06777	1
7enc	8	P50613	PF00069	1
7enc	9	P51946	PF00134	1
7enc	9	P51946	PF16899	1
7enc	BA	Q00403	PF08271	1
7enc	BA	Q00403	PF00382	1
7enc	DA	P21675	PF12157	1
7enc	DA	P21675	PF00439	1
7enc	DA	P21675	PF09247	1
7enc	DA	P21675	PF15288	1
7enc	DB	Q6P1X5	PF25316	1
7enc	DB	Q6P1X5	PF25577	1
7enc	DD	O00268	PF07531	1
7enc	DD	O00268	PF05236	1
7enc	DE	Q15542	PF00400	1
7enc	DE	Q15542	PF04494	1
7enc	DF	P49848	PF07571	1
7enc	DF	P49848	PF02969	1
7enc	DG	Q15545	PF04658	1
7enc	DH	Q7Z7C8	PF07524	1
7enc	DH	Q7Z7C8	PF10406	1
7enc	DI	Q16594	PF02291	1
7enc	DJ	Q12962	PF03540	1
7enc	DL	Q16514	PF03847	1
7enc	DO	P52657	PF02751	1
7enc	DO	P52657	PF02268	1
7enc	DP	P20226	PF00352	1
7enc	Dc	Q5VWG9	PF00628	1
7enc	Dc	Q5VWG9	PF07524	1
7enc	Dd	O00268	PF07531	1
7enc	Dd	O00268	PF05236	1
7enc	De	Q15542	PF00400	1
7enc	De	Q15542	PF04494	1
7enc	Df	P49848	PF07571	1
7enc	Df	P49848	PF02969	1
7enc	Di	Q16594	PF02291	1
7enc	Dj	Q12962	PF03540	1
7enc	Dk	Q15544	PF04719	1
7enc	Dl	Q16514	PF03847	1
7enc	Dm	Q15543	PF02269	1
7enc	EA	P29083	PF02002	1
7enc	EA	P29083	PF08271	1
7enc	EA	P29083	PF11521	1
7enc	EB	P29084	PF18121	1
7enc	EB	P29084	PF02186	1
7enc	FA	P35269	PF05793	1
7enc	FB	P13984	PF17683	1
7enc	FB	P13984	PF02270	1
7enc	PC	I3LCH3	PF01193	1
7enc	PC	I3LCH3	PF01000	1
7enc	PF	A0A4X1VEK9	PF01192	1
7enc	PH	I3LCB2	PF03870	1
7enc	PI	P60899	PF01096	1
7enc	PI	P60899	PF02150	1
7enc	PK	F1RKE4	PF13656	1
7enc	PL	A0A4X1TRS6	PF03604	1
7enc	a	Q15648	PF10744	1
7enc	b	Q9NX70	PF11568	1
7enc	c	Q6P2C8	PF11571	1
7enc	d	Q9NPJ6	PF10018	1
7enc	e	Q9H204	PF11594	1
7enc	f	O75586	PF04934	1
7enc	g	O43513	PF05983	1
7enc	h	Q96G25	PF10232	1
7enc	i	Q9NWA0	PF07544	1
7enc	j	Q9BTT4	PF09748	1
7enc	k	Q9P086	PF10280	1
7enc	l	Q96HR3	PF11315	1
7enc	m	Q9Y3C7	PF05669	1
